original_id,composition,phases,hardness,yield_strength,ultimate_tensile_strength,elongation,compressive_strength,plasticity,processing_notes,doi,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,dataset_source,ρ (g/cm<sup>3</sup>),E (GPa),σ(MPa) at 1000 C,σ(MPa) at 1200 C,G (GPa),C11 (GPa),Fracture Toughness,ductility,Test Type
7-13242526272829-14141414141414-000009_1,AlCoCrCuFeMnNi,FCC+BCC+Im,,,,,1005.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,7.1,183.0,,,,,,,
7-13222426272829-14141414141414-000009_1,AlCoCrCuFeNiTi,FCC+BCC,,,,,1234.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,6.6,,,,,,,,
7-13232426272829-14141414141414-000009_1,AlCoCrCuFeNiV,FCC+BCC,,,,,1469.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,6.9,174.0,,,,,,,
6-132426272829-281414141414-000009_1,Al<sub>2</sub>CoCrCuFeNi,FCC+BCC,,,,,1620.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,6.3,170.0,,,,,,,
7-13222426272829-00099181818189-000009_1,Al<sub>0.5</sub>CoCrCu<sub>0.5</sub>FeNiTi<sub>0.5</sub>,FCC+BCC,,,,,1580.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,7.1,,,,,,,,
7-13222426272829-00139181818184-000009_1,Al<sub>0.75</sub>CoCrCu<sub>0.25</sub>FeNiTi<sub>0.5</sub>,FCC+BCC,,,,,1900.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.13636363636363635,,,,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,6.8,,,,,,,,
5-1322262729-2222152020-000009_1,Al<sub>1.125</sub>CuFe<sub>0.75</sub>NiTi<sub>1.125</sub>,FCC,,,,,980.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.225,,,,,,0.2,0.15,,,,,,,,,,,0.2,,,,,,,0.225,,,,,,database (1).csv,5.9,178.0,,,,,,,
5-1322262729-2222152020-000009_2,Al<sub>22.5</sub>Cu<sub>20</sub>Fe<sub>15</sub>Ni<sub>20</sub>Ti<sub>22.5</sub>,FCC,,,,,980.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.225,,,,,,0.2,0.15,,,,,,,,,,,0.2,,,,,,,0.225,,,,,,database (1).csv,5.9,140.0,,,,,,,
5-1322262729-2020202020-000009_1,AlCuFeNiTi,FCC,,,,,1074.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.2,,,,,,0.2,0.2,,,,,,,,,,,0.2,,,,,,,0.2,,,,,,database (1).csv,6.1,140.0,,,,,,,
8-2223242526272829-1212121212121212-000009_1,CoCrCuFeMnNiTiV,FCC+BCC+Im,,,,,1312.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,,,,,0.125,0.125,0.125,0.125,,,,,,0.125,,,,,0.125,,,,,,,0.125,0.125,,,,,database (1).csv,7.3,,,,,,,,
9-132223242526272829-000000005855555555-000009_1,Al<sub>11.1</sub>(CoCrCuFeMnNiTiV),FCC+BCC,,,,,1862.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.5811518324607329,,,,0.05235602094240837,0.05235602094240837,0.05235602094240837,0.05235602094240837,,,,,,0.05235602094240837,,,,,0.05235602094240837,,,,,,,0.05235602094240837,0.05235602094240837,,,,,database (1).csv,6.7,,,,,,,,
9-132223242526272829-000000007133333333-000009_1,Al<sub>20</sub>(CoCrCuFeMnNiTiV)<sub>80</sub>,BCC,,,,,1465.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.7142857142857143,,,,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,,,,,,0.03571428571428571,,,,,0.03571428571428571,,,,,,,0.03571428571428571,0.03571428571428571,,,,,database (1).csv,6.1,,,,,,,,
9-132223242526272829-000000008322222222-000009_1,Al<sub>40</sub>(CoCrCuFeMnNiTiV)<sub>60</sub>,BCC+Im,,,,,1461.0,,,doi.org/10.1016/j.dib.2018.11.111,,,,,,0.8333333333333334,,,,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,,,,,,0.020833333333333332,,,,,0.020833333333333332,,,,,,,0.020833333333333332,0.020833333333333332,,,,,database (1).csv,5.1,,,,,,,,
9-132223242526272829-011212121212121212-000013_1,Al<sub>0.125</sub>Co<sub>1</sub>Cr<sub>1</sub>Cu<sub>1</sub>Fe<sub>1</sub>Mn<sub>1</sub>Ni<sub>1</sub>Ti<sub>1</sub>V<sub>1</sub>,Unknown,,,,,1862.0,,,10.1038/s41597-020-00768-9,,,,,,0.015384615384615385,,,,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.12307692307692308,,,,,,0.12307692307692308,,,,,0.12307692307692308,,,,,,,0.12307692307692308,0.12307692307692308,,,,,database (1).csv,,,,,,,,,
6-132426272829-091818181818-000057_1,Al<sub>0.5</sub>CoCrCuFeNi,FCC,,,,,400.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-132426272829-091818181818-000057_2,Al<sub>0.5</sub>CoCrCuFeNi,FCC,,,,,1400.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-132426272829-091818181818-000057_3,Al<sub>0.5</sub>CoCrCuFeNi,FCC,,,,,380.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,database (1).csv,,,150.0,70.0,,,,,
6-132426272829-161616161616-000057_1,AlCoCrCuFeNi,FCC + BCC,,,,,950.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-132426272829-161616161616-000057_2,AlCoCrCuFeNi,BCC + FCC,,,,,515.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,369.0,,,,,,
6-132426272829-161616161616-000057_3,AlCoCrCuFeNi,FCC + BCC,,,,,1850.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,930.0,,,,,,
6-132426272829-161616161616-000057_6,AlCoCrCuFeNi,FCC + BCC,,,,,950.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,50.0,,,,,,
6-132426272829-201515151515-000057_1,Al<sub>1.3</sub>CoCrCuFeNi,BCC + FCC,,,,,1620.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.20634920634920637,,,,0.15873015873015872,0.15873015873015872,0.15873015873015872,0.15873015873015872,,,,,,,,,,,0.15873015873015872,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-132426272829-281414141414-000057_1,Al<sub>2</sub>CoCrCuFeNi,FCC + BCC,,,,,1620.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-132426272829-281414141414-000057_2,Al<sub>2</sub>CoCrCuFeNi,FCC + BCC,,,,,1600.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,120.0,90.0,,,,,
6-132426272829-081818181818-000057_1,Al<sub>0.45</sub>CoCrCuFeNi,Unknown,,,,,335.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.08256880733944955,,,,0.18348623853211007,0.18348623853211007,0.18348623853211007,0.18348623853211007,,,,,,,,,,,0.18348623853211007,,,,,,,,,,,,,database (1).csv,7.403,,,,,,,,
6-132426272829-161616161616-000057_1,AlCoCrCuFeNi,Unknown,,,,,332.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,7.526,,,,,,,,
6-132426272829-331313131313-000057_1,Al<sub>2.5</sub>CoCrCuFeNi,Unknown,,,,,285.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.3333333333333333,,,,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,,,,,,,,,,,0.13333333333333333,,,,,,,,,,,,,database (1).csv,6.506,,,,,,,,
6-132426272829-501010101010-000057_1,Al<sub>5</sub>CoCrCuFeNi,Unknown,,,,,344.0,,,10.1016/j.jallcom.2013.08.176,,,,,,0.5,,,,0.1,0.1,0.1,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,database (1).csv,5.62,,,,,,,,
6-132426272829-091818181818-000079_1,Al<sub>0.5</sub>CoCrCuFeNi,FCC-1 + FCC-2,,,,,1284.0,,,10.1016/j.actamat.2015.07.004,,,,,,0.09090909090909091,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-222426272829-131717171717-000080_1,CrFeCoNiCuTi<sub>0.8</sub>,Unknown,,,,,1042.0,,,10.1016/j.matdes.2015.06.072,,,,,,,,,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,,,,,,,,0.1724137931034483,,,,,,,0.13793103448275862,,,,,,database (1).csv,7.58,,,,,,,,
6-222426272829-091818181818-000080_1,CrFeCoNiCuTi<sub>0.5</sub>,Unknown,,,,,700.0,,,10.1016/j.matdes.2015.06.072,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,7.82,,,,,,,,
5-2426272829-2020202020-000080_1,CrFeCoNiCu,Unknown,,,,,230.0,,,10.1016/j.matdes.2015.06.072,,,,,,,,,,0.2,0.2,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,8.33,,,,,,,,
6-132426272829-161616161616-000080_1,AlCrFeCoNiCu,Unknown,,,,,1303.0,,,10.1016/j.matdes.2015.06.072,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,7.07,,,,,,,,
7-13232426272829-14141414141414-000080_1,AlCrFeCoNiCuV,Unknown,,,,,1469.0,,,10.1016/j.matdes.2015.06.072,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,6.92,,,,,,,,
7-13222426272829-00178171717174-000080_1,Cu<sub>0.25</sub>AlCoCrFeNiTi<sub>0.5</sub>,Unknown,,,,,1994.0,,,10.1016/j.matdes.2015.06.072,,,,,,0.17391304347826086,,,,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.17391304347826086,,,,,,,,,,,0.17391304347826086,,,,,,,0.08695652173913043,,,,,,database (1).csv,6.54,,,,,,,,
6-132426272829-161616161616-000086_1,AlCoCrCuFeNi,Unknown,,,,,1300.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,,
7-13242627282942-01616161616163-000086_1,AlCoCrCuFeNiMo<sub>0.2</sub>,Unknown,,,,,1420.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.16129032258064516,,,,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.16129032258064516,,,,,,,0.03225806451612903,,,,0.16129032258064516,,,,,,,,,,,,,database (1).csv,,,,,,,,,
7-13242627282942-01515151515156-000086_1,AlCoCrCuFeNiMo<sub>0.4</sub>,Unknown,,,,,1690.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.15625,,,,0.15625,0.15625,0.15625,0.15625,,,,,,,0.0625,,,,0.15625,,,,,,,,,,,,,database (1).csv,,,,,,,,,
7-13242627282942-01515151515159-000086_1,AlCoCrCuFeNiMo<sub>0.6</sub>,Unknown,,,,,1880.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.15151515151515152,,,,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,,,,,,,0.09090909090909091,,,,0.15151515151515152,,,,,,,,,,,,,database (1).csv,,,,,,,,,
7-13242627282942-14141414141411-000086_1,AlCoCrCuFeNiMo<sub>0.8</sub>,Unknown,,,,,1920.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.14705882352941177,,,,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14705882352941177,,,,,,,0.11764705882352942,,,,0.14705882352941177,,,,,,,,,,,,,database (1).csv,,,,,,,,,
7-13242627282942-14141414141414-000086_1,AlCoCrCuFeNiMo,Unknown,,,,,1750.0,,,10.1016/j.jallcom.2010.03.074,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,,
6-222426272829-091818181818-000107_1,CuCoNiFeCrTi<sub>0.5</sub>,Unknown,,,,,1042.0,,,10.1016/j.msea.2012.12.072,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,,,,,,,,2.11,C
6-132426272829-161616161616-000107_1,AlCuCoFeNiCr,Unknown,,,,,1303.0,,,10.1016/j.msea.2012.12.072,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,24.0,C
7-13222426272829-14141414141414-000107_1,AlCuCoFeNiCrTi,Unknown,,,,,1234.0,,,10.1016/j.msea.2012.12.072,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,,,,,,,9.0,C
7-13242526272829-14141414141414-000107_1,AlCuCoFeNiCrMn,Unknown,,,,,1005.0,,,10.1016/j.msea.2012.12.072,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,15.0,C
7-13232426272829-14141414141414-000107_1,AlCuCoFeNiCrV,Unknown,,,,,1469.0,,,10.1016/j.msea.2012.12.072,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,,,,,,,,16.0,C
7-13222426272829-01216161616164-000107_1,TiCrFeCoNiAl<sub>0.75</sub>Cu<sub>0.25</sub>,Unknown,,,,,1900.0,,,10.1016/j.msea.2012.12.072,,,,,,0.125,,,,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,,,,,,,,12.0,C
7-13242627282942-01515151515159-000107_1,AlCuCoFeNiCrMo<sub>0.6</sub>,Unknown,,,,,1880.0,,,10.1016/j.msea.2012.12.072,,,,,,0.15151515151515152,,,,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,,,,,,,0.09090909090909091,,,,0.15151515151515152,,,,,,,,,,,,,database (1).csv,,,,,,,,1.4,C
7-13222426272829-00168161616168-000107_1,AlCoNiFeCrTi<sub>0.5</sub>Cu<sub>0.5</sub>,Unknown,,,,,1984.0,,,10.1016/j.msea.2012.12.072,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.08333333333333333,,,,,,database (1).csv,,,,,,,,6.04,C
6-222426272829-091818181818-000109_1,CuCoFeNiCrTi<sub>0.5</sub>,Unknown,,,,,700.0,,,10.1016/j.matdes.2012.08.048,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,,,,,,,,21.6,C
6-132426272829-161616161616-000109_1,CuCoFeNiCrAl,Unknown,,,,,1030.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,24.0,C
7-13222426272829-14141414141414-000109_1,CuCoFeNiCrAlTi,Unknown,,,,,1230.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,,,,,,,9.0,C
7-13242526272829-14141414141414-000109_1,CuCoFeNiCrAlMn,Unknown,,,,,1000.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,15.0,C
7-13232426272829-14141414141414-000109_1,CuCoFeNiCrAlV,Unknown,,,,,1470.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,,,,,,,,16.0,C
7-13222426272829-00168161616168-000109_1,Cu<sub>0.5</sub>CoCrFeNiAlTi<sub>0.5</sub>,Unknown,,,,,1980.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.08333333333333333,,,,,,database (1).csv,,,,,,,,6.0,C
7-13242627282942-01515151515156-000109_1,CuCoFeNiCrAlMo<sub>0.4</sub>,Unknown,,,,,1690.0,,,10.1016/j.matdes.2012.08.048,,,,,,0.15625,,,,0.15625,0.15625,0.15625,0.15625,,,,,,,0.0625,,,,0.15625,,,,,,,,,,,,,database (1).csv,,,,,,,,1.5,C
6-132426272829-013191919199-000111_1,FeCrNiCoAl<sub>0.7</sub>Cu<sub>0.5</sub>,FCC,,,,,630.0,,,10.1016/j.msea.2014.01.044,,,,,,0.1346153846153846,,,,0.1923076923076923,0.1923076923076923,0.09615384615384615,0.1923076923076923,,,,,,,,,,,0.1923076923076923,,,,,,,,,,,,,database (1).csv,,,,,,,,42.7,C
6-132426272829-015202020205-000111_1,FeCrNiCoAl<sub>0.75</sub>Cu<sub>0.25</sub>,FCC,,,,,859.0,,,10.1016/j.msea.2014.01.044,,,,,,0.15,,,,0.2,0.2,0.05,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,,,,,,,,43.6,C
8-01313222426272829-0013913131313136-000111_1,FeCrNiCoAl<sub>0.7</sub>Cu<sub>0.5</sub>þ<sub>10</sub> vol%TiC,FCC,,,,,1290.0,,,10.1016/j.msea.2014.01.044,,,,,,0.09722222222222221,,0.1388888888888889,,0.1388888888888889,0.1388888888888889,0.06944444444444445,0.1388888888888889,,,,,,,,,,,0.1388888888888889,,,,,,,0.1388888888888889,,,,,,database (1).csv,,,,,,,,29.2,C
8-01413222426272829-0141014141414143-000111_1,FeCrNiCoAl<sub>0.75</sub>Cu<sub>0.25</sub>þ<sub>10</sub> vol%TiC,FCC,,,,,1637.0,,,10.1016/j.msea.2014.01.044,,,,,,0.10714285714285714,,0.14285714285714285,,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,,,,,,,31.8,C
6-222426272829-091818181818-000111_1,CoCrCuFeNiTi<sub>0.5</sub>,FCC,,,,,700.0,,,10.1016/j.msea.2014.01.044,,,,,,,,,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,,,,,,,,,,,0.18181818181818182,,,,,,,0.09090909090909091,,,,,,database (1).csv,,,,,,,,21.6,C
6-222426272829-131717171717-000111_1,CoCrCuFeNiTi<sub>0.8</sub>,FCC,,,,,1042.0,,,10.1016/j.msea.2014.01.044,,,,,,,,,,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,,,,,,,,,,,0.1724137931034483,,,,,,,0.13793103448275862,,,,,,database (1).csv,,,,,,,,2.11,C
6-222426272829-161616161616-000111_1,CoCrCuFeNiTi,FCC,,,,,1272.0,,,10.1016/j.msea.2014.01.044,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,database (1).csv,,,,,,,,1.6,C
9-132223242526272829-111111111111111111-000111_1,AlCrMnFeCoNiCuTiV,FCC,,,,,1862.0,,,10.1016/j.msea.2014.01.044,,,,,,0.1111111111111111,,,,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,,,,,,0.1111111111111111,,,,,0.1111111111111111,,,,,,,0.1111111111111111,0.1111111111111111,,,,,database (1).csv,,,,,,,,0.95,C
6-132426272829-161616161616-000111_1,AlCrFeCoNiCu,FCC,,,,,1303.0,,,10.1016/j.msea.2014.01.044,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,24.0,C
7-13242526272829-14141414141414-000111_1,AlCrFeCoNiCuMn,FCC,,,,,1005.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,0.14285714285714285,,,,,0.14285714285714285,,,,,,,,,,,,,database (1).csv,,,,,,,,15.0,C
7-13222426272829-14141414141414-000111_1,AlCrFeCoNiCuTi,FCC,,,,,1234.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,0.14285714285714285,,,,,,database (1).csv,,,,,,,,9.0,C
7-13232426272829-14141414141414-000111_1,AlCrFeCoNiCuV,FCC,,,,,1469.0,,,10.1016/j.msea.2014.01.044,,,,,,0.14285714285714285,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,,,,,,,,,,,0.14285714285714285,,,,,,,,0.14285714285714285,,,,,database (1).csv,,,,,,,,16.0,C
6-132426272829-161616161616-000128_1,AlCoCrCuFeNi,BCC + FCC,,,,,1370.0,,,10.1016/j.msea.2017.02.072,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,,,,,,,12.0,C
6-132426272829-011919191919-000129_1,Al<sub>0.1</sub>CoCrCuFeNi,FCC,,,,,160.0,,,10.1016/j.wear.2017.01.020,,,,,,0.019607843137254905,,,,0.19607843137254904,0.19607843137254904,0.19607843137254904,0.19607843137254904,,,,,,,,,,,0.19607843137254904,,,,,,,,,,,,,database (1).csv,7.45,186.0,,,,,,58.0,T
6-132326272829-021020302018-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.9</sub>Al<sub>0.1</sub>V<sub>0.5</sub>,FCC,,,,,1219.0,,,10.1016/j.msea.2017.09.119,,,,,,0.02,,,,0.2,,0.18,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,35.0,C
6-132326272829-041020302016-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.8</sub>Al<sub>0.2</sub>V<sub>0.5</sub>,FCC,,,,,1504.0,,,10.1016/j.msea.2017.09.119,,,,,,0.04,,,,0.2,,0.16,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,16.9,C
6-132326272829-061020302014-000143_1,Ni<sub>1.5</sub>CoFeCu<sub>0.7</sub>Al<sub>0.3</sub>V<sub>0.5</sub>,FCC,,,,,1721.0,,,10.1016/j.msea.2017.09.119,,,,,,0.06,,,,0.2,,0.13999999999999999,0.2,,,,,,,,,,,0.3,,,,,,,,0.1,,,,,database (1).csv,,,,,,,,9.0,C
5-1326272829-2020202020-000146_1,AlCoCuFeNi,Unknown,,,,,1060.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.2,,,,0.2,,0.2,0.2,,,,,,,,,,,0.2,,,,,,,,,,,,,database (1).csv,,202.0,,,,,,19.1,C
6-132426272829-161616161616-000146_1,AlCoCuFeNiCr,Unknown,,,,,1285.0,,,10.1016/j.matdes.2016.12.036,,,,,,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,database (1).csv,,219.0,,,,,,24.6,C
